Samples,Time,Accuracy(train),Loss(train),Accuracy(val),Loss(val)
3669,     0.324,0.46143361926078796,0.6880141496658325,0.7156862616539001,0.6715942025184631
3669,     0.050,0.8103025555610657,0.6643319129943848,0.9240196347236633,0.6499900817871094
3669,     0.054,0.9272281527519226,0.6418411135673523,0.9166666865348816,0.6261461973190308
3669,     0.054,0.8623602986335754,0.6169071793556213,0.7524510025978088,0.6011053919792175
3669,     0.057,0.7833197116851807,0.590838611125946,0.779411792755127,0.5760994553565979
3669,     0.051,0.8612701296806335,0.5640231966972351,0.9142156839370728,0.5502719283103943
3669,     0.047,0.9228672385215759,0.5360987186431885,0.9166666865348816,0.5250210762023926
3669,     0.054,0.9228672385215759,0.5091627836227417,0.9166666865348816,0.5009129643440247
3669,     0.051,0.9220495820045471,0.4824800193309784,0.9166666865348816,0.47667932510375977
3669,     0.051,0.922322154045105,0.45618370175361633,0.9166666865348816,0.45451751351356506
3669,     0.049,0.922322154045105,0.43178004026412964,0.9166666865348816,0.4340492784976959
3669,     0.052,0.922322154045105,0.4087661802768707,0.9166666865348816,0.41438502073287964
3669,     0.051,0.922322154045105,0.3866836130619049,0.9166666865348816,0.3958704471588135
3669,     0.061,0.9225947260856628,0.3659840226173401,0.9166666865348816,0.3785662055015564
3669,     0.130,0.9225947260856628,0.34663763642311096,0.9166666865348816,0.3628261089324951
3669,     0.064,0.9215044975280762,0.329127699136734,0.9166666865348816,0.34843534231185913
3669,     0.073,0.9215044975280762,0.3132619559764862,0.9166666865348816,0.33533820509910583
3669,     0.068,0.9220495820045471,0.29911503195762634,0.9240196347236633,0.32353493571281433
3669,     0.056,0.9258653521537781,0.2865983247756958,0.9240196347236633,0.31306973099708557
3669,     0.055,0.9258653521537781,0.27559125423431396,0.9240196347236633,0.3037850856781006
3669,     0.053,0.9258653521537781,0.26611247658729553,0.9240196347236633,0.29540014266967773
3669,     0.051,0.9258653521537781,0.25785958766937256,0.9240196347236633,0.2877088189125061
3669,     0.053,0.9258653521537781,0.2505797743797302,0.9240196347236633,0.2806394398212433
3669,     0.048,0.9258653521537781,0.24416770040988922,0.9240196347236633,0.27414584159851074
3669,     0.048,0.9258653521537781,0.23845425248146057,0.9240196347236633,0.2677963376045227
3669,     0.050,0.9258653521537781,0.2331891506910324,0.9240196347236633,0.2616606056690216
3669,     0.052,0.9258653521537781,0.22831135988235474,0.9240196347236633,0.2556803524494171
3669,     0.044,0.9258653521537781,0.22374576330184937,0.9240196347236633,0.24971890449523926
3669,     0.052,0.9258653521537781,0.21941794455051422,0.9240196347236633,0.2439286857843399
3669,     0.050,0.9258653521537781,0.21529124677181244,0.9240196347236633,0.23831376433372498
3669,     0.051,0.9258653521537781,0.21139000356197357,0.9240196347236633,0.2328149378299713
3669,     0.049,0.9258653521537781,0.20770703256130219,0.9240196347236633,0.22756071388721466
3669,     0.049,0.9258653521537781,0.20419904589653015,0.9240196347236633,0.22244639694690704
3669,     0.050,0.9258653521537781,0.20086586475372314,0.9240196347236633,0.21762101352214813
3669,     0.052,0.9258653521537781,0.19773973524570465,0.9240196347236633,0.21310783922672272
3669,     0.049,0.9258653521537781,0.19478848576545715,0.9240196347236633,0.2088143229484558
3669,     0.043,0.9258653521537781,0.1920146346092224,0.9240196347236633,0.20476195216178894
3669,     0.053,0.9258653521537781,0.18941736221313477,0.9240196347236633,0.2010602504014969
3669,     0.050,0.9258653521537781,0.1869831085205078,0.9240196347236633,0.19762977957725525
3669,     0.049,0.9258653521537781,0.1846727877855301,0.9240196347236633,0.1944340467453003
3669,     0.049,0.9258653521537781,0.18251781165599823,0.9240196347236633,0.19150210916996002
3669,     0.053,0.9258653521537781,0.18047334253787994,0.9240196347236633,0.1887008249759674
3669,     0.049,0.9258653521537781,0.17848193645477295,0.9240196347236633,0.18600882589817047
3669,     0.048,0.9258653521537781,0.17655818164348602,0.9240196347236633,0.1837751865386963
3669,     0.047,0.9258653521537781,0.17458944022655487,0.9240196347236633,0.18126988410949707
3669,     0.047,0.9258653521537781,0.17252638936042786,0.9240196347236633,0.17917662858963013
3669,     0.049,0.9258653521537781,0.17065829038619995,0.9240196347236633,0.1775045245885849
3669,     0.051,0.9258653521537781,0.1688670665025711,0.9240196347236633,0.17541317641735077
3669,     0.051,0.9258653521537781,0.16705423593521118,0.9240196347236633,0.17368032038211823
3669,     0.053,0.9258653521537781,0.16527457535266876,0.9240196347236633,0.17202752828598022
3669,     0.053,0.9258653521537781,0.16356204450130463,0.9240196347236633,0.1702367067337036
3669,     0.049,0.9258653521537781,0.16184461116790771,0.9240196347236633,0.16854184865951538
3669,     0.049,0.9258653521537781,0.1601601243019104,0.9240196347236633,0.16671490669250488
3669,     0.051,0.9258653521537781,0.15851256251335144,0.9240196347236633,0.1651158481836319
3669,     0.043,0.9258653521537781,0.15690180659294128,0.9240196347236633,0.1633170247077942
3669,     0.050,0.9258653521537781,0.1551559865474701,0.9240196347236633,0.16138580441474915
3669,     0.050,0.926410436630249,0.15324723720550537,0.9240196347236633,0.1600499302148819
3669,     0.055,0.9266830086708069,0.15161237120628357,0.9240196347236633,0.15855984389781952
3669,     0.049,0.9266830086708069,0.14995895326137543,0.9240196347236633,0.15704746544361115
3669,     0.048,0.9266830086708069,0.14812226593494415,0.9240196347236633,0.15535402297973633
3669,     0.051,0.9266830086708069,0.1463432013988495,0.9240196347236633,0.15390335023403168
3669,     0.049,0.9266830086708069,0.14446596801280975,0.9240196347236633,0.15237030386924744
3669,     0.050,0.9269555807113647,0.14275361597537994,0.9240196347236633,0.15121813118457794
3669,     0.044,0.9269555807113647,0.14108982682228088,0.9240196347236633,0.1497069001197815
3669,     0.056,0.9269555807113647,0.13948018848896027,0.9240196347236633,0.1483384370803833
3669,     0.055,0.9272281527519226,0.13796904683113098,0.9240196347236633,0.14656014740467072
3669,     0.052,0.9272281527519226,0.13630206882953644,0.9240196347236633,0.14500631392002106
3669,     0.056,0.9272281527519226,0.13481511175632477,0.9240196347236633,0.14337265491485596
3669,     0.057,0.9272281527519226,0.13335709273815155,0.9240196347236633,0.1420251429080963
3669,     0.054,0.9275006651878357,0.1319720596075058,0.9240196347236633,0.14055100083351135
3669,     0.053,0.9277732372283936,0.13057856261730194,0.9240196347236633,0.13926497101783752
3669,     0.051,0.9280458092689514,0.12917137145996094,0.9240196347236633,0.13794144988059998
3669,     0.056,0.9288634657859802,0.12784647941589355,0.9240196347236633,0.13677461445331573
3669,     0.050,0.9291359782218933,0.12646795809268951,0.9240196347236633,0.13554492592811584
3669,     0.050,0.9291359782218933,0.12514619529247284,0.9240196347236633,0.13448701798915863
3669,     0.050,0.9299536943435669,0.12391341477632523,0.936274528503418,0.133165642619133
3669,     0.049,0.9487598538398743,0.1226186603307724,0.936274528503418,0.13199001550674438
3669,     0.049,0.9487598538398743,0.12137613445520401,0.9583333134651184,0.13056983053684235
3669,     0.050,0.9642954468727112,0.12015435099601746,0.9583333134651184,0.129471093416214
3669,     0.057,0.9700191020965576,0.11895425617694855,0.968137264251709,0.12813076376914978
3669,     0.052,0.9760152697563171,0.11776318401098251,0.968137264251709,0.12700071930885315
3669,     0.049,0.9760152697563171,0.11657959967851639,0.968137264251709,0.12581470608711243
3669,     0.054,0.9760152697563171,0.11543147265911102,0.968137264251709,0.12464071065187454
3669,     0.050,0.976287841796875,0.1142810508608818,0.9779411554336548,0.12347635626792908
3669,     0.050,0.9781956672668457,0.11313668638467789,0.9779411554336548,0.12232448905706406
3669,     0.050,0.9787408113479614,0.11201992630958557,0.9779411554336548,0.12113296240568161
3669,     0.053,0.9787408113479614,0.11090701818466187,0.9779411554336548,0.11996738612651825
3669,     0.043,0.9787408113479614,0.10982570052146912,0.9779411554336548,0.11886284500360489
3669,     0.052,0.9787408113479614,0.10873594880104065,0.9803921580314636,0.1176748052239418
3669,     0.049,0.9790133833885193,0.10764388740062714,0.9803921580314636,0.116611048579216
3669,     0.049,0.9792858958244324,0.10659531503915787,0.9803921580314636,0.11548896878957748
3669,     0.049,0.9792858958244324,0.10554565489292145,0.9803921580314636,0.11442360281944275
3669,     0.053,0.9795584678649902,0.10449252277612686,0.9803921580314636,0.11331260949373245
3669,     0.054,0.9795584678649902,0.1034657284617424,0.9803921580314636,0.11221528798341751
3669,     0.049,0.9795584678649902,0.10243631899356842,0.9803921580314636,0.11114244163036346
3669,     0.049,0.9795584678649902,0.10143279284238815,0.9803921580314636,0.11003269255161285
3669,     0.050,0.9795584678649902,0.10042862594127655,0.9803921580314636,0.10896877199411392
3669,     0.051,0.9795584678649902,0.09944813698530197,0.9803921580314636,0.10793020576238632
3669,     0.044,0.9795584678649902,0.09847424924373627,0.9803921580314636,0.10684838145971298
3669,     0.050,0.9795584678649902,0.0975101962685585,0.9828431606292725,0.10587713122367859
